,Status,MARCField,MARCFieldLabel,MARCInd1Label,MARCInd1Value,MARCInd1ValueLabel,MARCInd2Label,MARCInd2Value,MARCInd2ValueLabel,CategoryOfMaterial,CharacterPosition,CharacterPositionLabel,MARCSubfield,MARCSubfieldLabel,CodeValue,CodeValueLabel,MARCTagCondition1,Condition1Values,MARCTagCondition2,Condition2Values,Unnamed: 20,Unnamed: 21,RDA Registry URI,RDA Registry Label,Recording Method,Justification for Mapping,Transformation Notes,Problems with Mapping,Notes (Uncategorized)
319,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,COMPUTER FILES,26,Type of computer file,,,e,Bibliographic data,,,,,,,http://rdaregistry.info/Elements/m/P30018,has file type,IRI,https://access.rdatoolkit.org/en-US_ala-2944acf0-f75b-3233-9922-a0b662423107/div_mvc_1gj_mhb,http://marc21rdf.info/terms/computertyp%23e,,"See also (006/09), (007/00=c) and TAG 516$a; or MAP to rdaw:P10222 ""has nature of content"""
320,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,COMPUTER FILES,26,Type of computer file,,,f,Font,,,,,,,http://rdaregistry.info/Elements/m/P30018,has file type,IRI,https://access.rdatoolkit.org/en-US_ala-2944acf0-f75b-3233-9922-a0b662423107/div_mvc_1gj_mhb,http://marc21rdf.info/terms/computertyp%23f,,"See also (006/09), (007/00=c) and TAG 516$a; or MAP to rdaw:P10222 ""has nature of content"""
321,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,COMPUTER FILES,26,Type of computer file,,,g,Game,,,,,,,http://rdaregistry.info/Elements/m/P30018,has file type,IRI,https://access.rdatoolkit.org/en-US_ala-2944acf0-f75b-3233-9922-a0b662423107/div_mvc_1gj_mhb,http://marc21rdf.info/terms/computertyp#g,,"See also (006/09), (007/00=c) and TAG 516$a; or MAP to rdaw:P10222 ""has nature of content"""
322,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,COMPUTER FILES,26,Type of computer file,,,h,Sound,,,,,,,http://rdaregistry.info/Elements/m/P30018,has file type,IRI,https://access.rdatoolkit.org/en-US_ala-2944acf0-f75b-3233-9922-a0b662423107/div_mvc_1gj_mhb,http://marc21rdf.info/terms/computertyp#h,,"See also (006/09), (007/00=c) and TAG 516$a; or MAP to rdaw:P10222 ""has nature of content"""
323,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,COMPUTER FILES,26,Type of computer file,,,i,Interactive multimedia,,,,,,,http://rdaregistry.info/Elements/m/P30018,has file type,IRI,https://access.rdatoolkit.org/en-US_ala-2944acf0-f75b-3233-9922-a0b662423107/div_mvc_1gj_mhb,http://marc21rdf.info/terms/computertyp#i,,"See also (006/09), (007/00=c) and TAG 516$a; or MAP to rdaw:P10222 ""has nature of content"""
324,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,COMPUTER FILES,26,Type of computer file,,,j,Online system or service,,,,,,,http://rdaregistry.info/Elements/m/P30018,has file type,IRI,https://access.rdatoolkit.org/en-US_ala-2944acf0-f75b-3233-9922-a0b662423107/div_mvc_1gj_mhb,http://marc21rdf.info/terms/computertyp#j,,"See also (006/09), (007/00=c) and TAG 516$a; or MAP to rdaw:P10222 ""has nature of content"""
325,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,COMPUTER FILES,26,Type of computer file,,,m,Combination,,,,,,,http://rdaregistry.info/Elements/m/P30018,has file type,IRI,https://access.rdatoolkit.org/en-US_ala-2944acf0-f75b-3233-9922-a0b662423107/div_mvc_1gj_mhb,http://marc21rdf.info/terms/computertyp#m,,"See also (006/09), (007/00=c) and TAG 516$a; or MAP to rdaw:P10222 ""has nature of content"""
326,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,COMPUTER FILES,26,Type of computer file,,,u,Unknown,,,,,,,http://rdaregistry.info/Elements/m/P30018,has file type,,,,,"From RDA to MARC mapping: rdam:P30018 rdakit:hasM21 ""MARC 21 Bibliographic 008 /26 [identifier] (computer files)"" ."
327,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,COMPUTER FILES,26,Type of computer file,,,z,Other,,,,,,,http://rdaregistry.info/Elements/m/P30018,has file type,,,,,"From RDA to MARC mapping: rdam:P30018 rdakit:hasM21 ""MARC 21 Bibliographic 008 /26 [identifier] (computer files)"" ."
328,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,COMPUTER FILES,27,Type of machine [OBSOLETE],,,a,Computer readable,,,,,,,,,,,,,
329,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,COMPUTER FILES,27,Type of machine [OBSOLETE],,,z,Other,,,,,,,,,,,,,
330,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,COMPUTER FILES,27,Undefined,,,,,,,,,,,,,,,,,
331,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,COMPUTER FILES,28,Government publication,,,#,Not a government publication,,,,,,,,,,,,,
332,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,COMPUTER FILES,28,Government publication,,,|,No attempt to code,,,,,,,,,,,,,
333,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,COMPUTER FILES,28,Government publication,,,a,Autonomous or semi-autonomous component,,,,,,,http://rdaregistry.info/Elements/m/P30335,has category of manifestation,IRI,,http://marc21rdf.info/terms/commongov#a,,see also 006/11
334,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,COMPUTER FILES,28,Government publication,,,c,Multilocal,,,,,,,http://rdaregistry.info/Elements/m/P30335,has category of manifestation,IRI,,http://marc21rdf.info/terms/commongov#c,,see also 006/11
335,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,COMPUTER FILES,28,Government publication,,,f,Federal/national,,,,,,,http://rdaregistry.info/Elements/m/P30335,has category of manifestation,IRI,,http://marc21rdf.info/terms/commongov#f,,see also 006/11
336,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,COMPUTER FILES,28,Government publication,,,i,International intergovernmental,,,,,,,http://rdaregistry.info/Elements/m/P30335,has category of manifestation,IRI,,http://marc21rdf.info/terms/commongov#i,,see also 006/11
337,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,COMPUTER FILES,28,Government publication,,,l,Local,,,,,,,http://rdaregistry.info/Elements/m/P30335,has category of manifestation,IRI,,http://marc21rdf.info/terms/commongov#l,,see also 006/11
338,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,COMPUTER FILES,28,Government publication,,,m,Multistate,,,,,,,http://rdaregistry.info/Elements/m/P30335,has category of manifestation,IRI,,http://marc21rdf.info/terms/commongov#m,,see also 006/11
339,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,COMPUTER FILES,28,Government publication,,,o,Government publication--level undetermined,,,,,,,http://rdaregistry.info/Elements/m/P30335,has category of manifestation,IRI,,http://marc21rdf.info/terms/commongov#o,,see also 006/11
340,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,COMPUTER FILES,28,Government publication,,,s,"State, provincial, territorial, dependent, etc.",,,,,,,http://rdaregistry.info/Elements/m/P30335,has category of manifestation,IRI,,http://marc21rdf.info/terms/commongov#s,,see also 006/11
341,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,COMPUTER FILES,28,Government publication,,,u,Unknown if item is government publication,,,,,,,http://rdaregistry.info/Elements/m/P30335,has category of manifestation,IRI,,http://marc21rdf.info/terms/commongov%23u,,
342,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,COMPUTER FILES,28,Government publication,,,z,Other,,,,,,,http://rdaregistry.info/Elements/m/P30335,has category of manifestation,IRI,,,,
343,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,COMPUTER FILES,29-34,Undefined,,,,,,,,,,,,,,,,,
344,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,18,Frequency,,,#,No determinable frequency,,,,,,,http://rdaregistry.info/Elements/w/P10368,has frequency,IRI,,http://marc21rdf.info/terms/continuingfre%23%23,,compare with RDA VES frequency
345,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,18,Frequency,,,|,No attempt to code,,,,,,,,,,,,,compare with RDA VES frequency
346,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,18,Frequency,,,a,Annual,,,,,,,http://rdaregistry.info/Elements/w/P10368,has frequency,IRI,,http://rdaregistry.info/termList/frequency/1013,,compare with RDA VES frequency
347,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,18,Frequency,,,b,Bimonthly,,,,,,,http://rdaregistry.info/Elements/w/P10368,has frequency,IRI,,http://rdaregistry.info/termList/frequency/1007,,compare with RDA VES frequency
348,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,18,Frequency,,,c,Semiweekly,,,,,,,http://rdaregistry.info/Elements/w/P10368,has frequency,IRI,,rdafr:1005,,compare with RDA VES frequency
349,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,18,Frequency,,,d,Daily,,,,,,,http://rdaregistry.info/Elements/w/P10368,has frequency,IRI,,rdafr:1001,,compare with RDA VES frequency
350,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,18,Frequency,,,e,Biweekly,,,,,,,http://rdaregistry.info/Elements/w/P10368,has frequency,IRI,,rdafr:1003,,compare with RDA VES frequency
351,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,18,Frequency,,,f,Semiannual,,,,,,,http://rdaregistry.info/Elements/w/P10368,has frequency,IRI,,rdafr:1012,,compare with RDA VES frequency
352,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,18,Frequency,,,g,Biennial,,,,,,,http://rdaregistry.info/Elements/w/P10368,has frequency,IRI,,rdafr:1014,,compare with RDA VES frequency
353,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,18,Frequency,,,h,Triennial,,,,,,,http://rdaregistry.info/Elements/w/P10368,has frequency,IRI,,rdafr:1015,,compare with RDA VES frequency
354,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,18,Frequency,,,i,Three times a week,,,,,,,http://rdaregistry.info/Elements/w/P10368,has frequency,IRI,,rdafr:1002,,compare with RDA VES frequency
355,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,18,Frequency,,,j,Three times a month,,,,,,,http://rdaregistry.info/Elements/w/P10368,has frequency,IRI,,rdafr:1006,,compare with RDA VES frequency
356,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,18,Frequency,,,k,Continuously updated,,,,,,,http://rdaregistry.info/Elements/w/P10368,has frequency,IRI,,http://marc21rdf.info/terms/continuingfre#k,,compare with RDA VES frequency
357,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,18,Frequency,,,m,Monthly,,,,,,,http://rdaregistry.info/Elements/w/P10368,has frequency,IRI,,rdafr:1008,,compare with RDA VES frequency
358,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,18,Frequency,,,q,Quarterly,,,,,,,http://rdaregistry.info/Elements/w/P10368,has frequency,IRI,,rdafr:1010,,compare with RDA VES frequency
359,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,18,Frequency,,,s,Semimonthly,,,,,,,http://rdaregistry.info/Elements/w/P10368,has frequency,IRI,,rdafr:1009,,compare with RDA VES frequency
360,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,18,Frequency,,,t,Three times a year,,,,,,,http://rdaregistry.info/Elements/w/P10368,has frequency,IRI,,http://rdaregistry.info/termList/frequency/1011,,compare with RDA VES frequency
361,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,18,Frequency,,,u,Unknown,,,,,,,,,,,,,
362,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,18,Frequency,,,w,Weekly,,,,,,,http://rdaregistry.info/Elements/w/P10368,has frequency,IRI,,http://rdaregistry.info/termList/frequency/1004,,compare with RDA VES frequency
363,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,18,Frequency,,,z,Other,,,,,,,http://rdaregistry.info/Elements/w/P10368,has frequency,IRI,,http://marc21rdf.info/terms/continuingfre%23z,,compare with RDA VES frequency
364,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,19,Regularity,,,|,No attempt to code,,,,,,,,,IRI,,,,
365,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,19,Regularity,,,n,Normalized irregular,,,,,,,http://rdaregistry.info/Elements/m/P30137,has note on manifestation,unstructured,,"""Regularity: [value].""",,see also 008/18 and  006/02
366,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,19,Regularity,,,r,Regular,,,,,,,http://rdaregistry.info/Elements/m/P30137,has note on manifestation,unstructured,,"""Regularity: [value].""",,see also 008/18 and  006/02
367,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,19,Regularity,,,u,Unknown,,,,,,,,,,,,,
368,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,19,Regularity,,,x,Completely irregular,,,,,,,http://rdaregistry.info/Elements/m/P30137,has note on manifestation,unstructured,,"""Regularity: [value].""",,see also 008/18 and  006/02
369,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,20,ISSN center [OBSOLETE],,,#,No ISSN center code assigned,,,,,,,,,,,,,
370,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,20,ISSN center [OBSOLETE],,,|,No attempt to code,,,,,,,,,,,,,
371,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,20,ISSN center [OBSOLETE],,,0,International Center,,,,,,,,,,,,,
372,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,20,ISSN center [OBSOLETE],,,1,United States,,,,,,,,,,,,,
373,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,20,ISSN center [OBSOLETE],,,2,United Kingdom,,,,,,,,,,,,,
374,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,20,ISSN center [OBSOLETE],,,3,Australia [OBSOLETE],,,,,,,,,,,,,
375,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,20,ISSN center [OBSOLETE],,,4,Canada,,,,,,,,,,,,,
376,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,20,ISSN center [OBSOLETE],,,5,Moscow Regional Centre [OBSOLETE],,,,,,,,,,,,,
377,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,20,ISSN center [OBSOLETE],,,6,Federal Republic of Germany [OBSOLETE],,,,,,,,,,,,,
378,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,20,ISSN center [OBSOLETE],,,7,France [OBSOLETE],,,,,,,,,,,,,
379,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,20,ISSN center [OBSOLETE],,,8,Argentina [OBSOLETE],,,,,,,,,,,,,
380,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,20,ISSN center [OBSOLETE],,,9,Japan [OBSOLETE],,,,,,,,,,,,,
381,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,20,ISSN center [OBSOLETE],,,u,Unknown [OBSOLETE],,,,,,,,,,,,,
382,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,20,ISSN center [OBSOLETE],,,z,Other,,,,,,,,,,,,,
383,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,21,Type of continuing resource,,,#,None of the following,,,,,,,,,,,,,
384,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,21,Type of continuing resource,,,|,No attempt to code,,,,,,,,,,,,,
385,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,21,Type of continuing resource,,,d,Updating database,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,IRI,,http://marc21rdf.info/terms/continuingtyp%23d,,See also (006/04)
386, ,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,21,Type of continuing resource,,,g,Magazine,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,IRI,,http://marc21rdf.info/terms/continuingtyp%23g,,See also (006/04)
387,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,21,Type of continuing resource,,,h,Blog,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,IRI,,http://marc21rdf.info/terms/continuingtyp%23h,,See also (006/04)
388,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,21,Type of continuing resource,,,j,Journal,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,IRI,,http://marc21rdf.info/terms/continuingtyp%23j,,See also (006/04)
389,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,21,Type of continuing resource,,,l,Updating loose-leaf,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,IRI,,http://marc21rdf.info/terms/continuingtyp%23l,,See also (006/04)
390,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,21,Type of continuing resource,,,m,Monographic series,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,IRI,,http://marc21rdf.info/terms/continuingtyp%23m,,See also (006/04)
391,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,21,Type of continuing resource,,,n,Newspaper,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,IRI,,http://marc21rdf.info/terms/continuingtyp%23n,,See also (006/04)
392,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,21,Type of continuing resource,,,p,Periodical,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,IRI,,http://marc21rdf.info/terms/continuingtyp#p,,See also (006/04)
393,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,21,Type of continuing resource,,,r,Repository,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,IRI,,http://marc21rdf.info/terms/continuingtyp#r,,See also (006/04)
394,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,21,Type of continuing resource,,,s,Newsletter,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,IRI,,http://marc21rdf.info/terms/continuingtyp#s,,See also (006/04)
395,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,21,Type of continuing resource,,,t,Directory,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,IRI,,http://marc21rdf.info/terms/continuingtyp#t,,See also (006/04)
396,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,21,Type of continuing resource,,,w,Updating Web site,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,IRI,,http://marc21rdf.info/terms/continuingtyp#w,,See also (006/04)
397,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,22,Form of original item,,,#,None of the following,,,,,,,,,,,,,
398,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,22,Form of original item,,,|,No attempt to code,,,,,,,,,,,,,
399,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,22,Form of original item,,,a,Microfilm,,,,,,,http://rdaregistry.info/Elements/m/P30137,has note on manifestation,unstructured,,"""Originally issued as [expanded value]""",,
400,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,22,Form of original item,,,b,Microfiche,,,,,,,http://rdaregistry.info/Elements/m/P30137,has note on manifestation,unstructured,,"""Originally issued as [expanded value]""",,
401,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,22,Form of original item,,,c,Microopaque,,,,,,,http://rdaregistry.info/Elements/m/P30137,has note on manifestation,unstructured,,"""Originally issued as [expanded value]""",,
402,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,22,Form of original item,,,d,Large print,,,,,,,http://rdaregistry.info/Elements/m/P30137,has note on manifestation,unstructured,,"""Originally issued as [expanded value]""",,
403,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,22,Form of original item,,,e,Newspaper format,,,,,,,http://rdaregistry.info/Elements/m/P30137,has note on manifestation,unstructured,,"""Originally issued as [expanded value]""",,
404,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,22,Form of original item,,,f,Braille,,,,,,,http://rdaregistry.info/Elements/m/P30137,has note on manifestation,unstructured,,"""Originally issued as [expanded value]""",,
405,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,22,Form of original item,,,g,Punched paper tape [OBSOLETE],,,,,,,http://rdaregistry.info/Elements/m/P30137,has note on manifestation,,,http://marc21rdf.info/terms/continuingori#gx,,
406,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,22,Form of original item,,,h,Magnetic tape [OBSOLETE],,,,,,,http://rdaregistry.info/Elements/m/P30001,has carrier type,IRI,,http://metadataregistry.org/concept/show/id/3807.html,,
407,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,22,Form of original item,,,i,Multimedia [OBSOLETE],,,,,,,http://rdaregistry.info/Elements/m/P30137,has note on manifestation,,,http://marc21rdf.info/terms/continuingori#ix,,
408,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,22,Form of original item,,,o,Online,,,,,,,http://rdaregistry.info/Elements/m/P30137,has note on manifestation,unstructured,,"""Originally issued as [expanded value]""",,compare with 006/05
409,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,22,Form of original item,,,q,Direct electronic,,,,,,,http://rdaregistry.info/Elements/m/P30137,has note on manifestation,unstructured,,"""Originally issued as [expanded value]""",,compare with 006/06
410,reviewed,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,22,Form of original item,,,s,Electronic,,,,,,,http://rdaregistry.info/Elements/m/P30137,has note on manifestation,unstructured,,"""Originally issued as [expanded value]""",,compare with 006/07
411,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,22,Form of original item,,,x,Other physical medium [OBSOLETE],,,,,,,http://rdaregistry.info/Elements/m/P30137,has note on manifestation,,,,,compare with 006/08
412,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,22,Form of original item,,,z,Other physical medium [OBSOLETE],,,,,,,http://rdaregistry.info/Elements/m/P30137,has note on manifestation,,,,,compare with 006/09
413,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,23,Form of item,,,#,None of the following,,,,,,,http://rdaregistry.info/Elements/m/P30001,has carrier type,,,,,"From RDA to MARC mapping: rdam:P30001 rdakit:hasM21 ""MARC 21 Bibliographic 008 /23 [identifier] (books, computer files, music, continuing resources, mixed materials)"" ."
